Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2017,"12        ",Male,17,Right-Handed,180,27,185,1,Car,20,.232,36,"Table Tennis",500,400,0,650,900,1000,26,"Right foot",99,105,"Ring finger",December,Summer,No,No,Poultry,Water,Art,6,10,4,"No internet connection","In person",15,25,40,2,5,30,12,5,2,1,8,4,10,2,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","Arts, culture, sports"
USA,SC,2015,"11        ",Female,16,Right-Handed,163,23,166,1,Car,10,.4,49,Gymnastics,100,1000,1000,100,1000,1000,22,"Right foot",64,51,"Ring finger",September,Summer,Yes,No,Seafood,Water,Science,7,10,4,"Yes - other","Text messaging",300,300,12,2,10,2,4,1,100,168,100,15,15,1,"A lot",Other,Country,Fly,Famous,Actor,"Wildlife, animals"
USA,VT,2017,"10        ",Female,15,Left-Handed,,27,163,1,Bus,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2016,"10        ",Female,17,Right-Handed,152,23,163,2,Car,15,1.35,42,Bowling,503,508,273,332,5,11,21,"Right foot",8,8,"Same length",January,Fall,No,No,Pizza/Pasta,Water,Art,8,9,3,"Yes - other","Cell phone",50,53,4,0,2,5,0,1,7,24,8,3,6,1,Some,"Graduate degree",Country,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,WA,2021,"11        ",Male,16,Right-Handed,162," 20",165,one,Bus,40min,0.323," 38 ",Walking/Hiking,300,400,300,200,300,700,20,"Same length",70mm,60mm,"Index finger",August,Summer,No,No,Fruit,Water,History,7-9,7-9,5,"Yes - other","Text messaging",10,18,5,1,10,"1 ",1,6,1,2,55,1,3,2,Some,"Some college","Heavy metal",Telepathy,Happy,Relative,Environment
USA,OK,2022,"12        ",Female,17,Left-Handed,165cm,27cm,152cm,1,Car,20,0.754,40,Other,1000,1000,800,900,700,500,28,"Left foot",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2023,"12        ",Male,17,Right-Handed,178,25,170,2,Car,5,.459,58,Other,700,700,700,700,900,1000,25,"Same length",,,"Same length",September,Spring,No,No,Breads/Sandwiches,Water,"Computers and technology",6,8,5,"Yes - other","Text messaging",5,5,5,0,0,5,12,3,7,2,12,0,0,4,None,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Sports person",Health
USA,TN,2015,"12        ",Female,17,Right-Handed,163,22,63,1,Car,25,.748,45,Dancing,900,900,700,500,800,850,23,"Left foot",66,70,"Ring finger",March,Fall,No,No,Poultry,Juice,English,8,9,4,"Yes - other","In person",20,15,45,3,6,40,4,0,5,30,15,14,0,14,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,NJ,2016,"12        ",Male,18,Right-Handed,178,28,178,1,Car,5,.298,39,"Football (American)",900,600,800,700,600,800,28,"Same length",80,86,"Index finger",March,Summer,No,No,Meat,Water,History,8,10,3,"Yes - broadband connection","Text messaging",40,50,7,1,5,5,5,6,5,3,5,12,8,4,"A lot","Some college",Pop,Invisibility,Rich,Relative,"Education/Youth development"
USA,PA,2016,"12        ",Male,17,Left-Handed,184.2,26,188.5,1,Car,8,0.473,59,Running/Jogging,1000,750,1000,1000,500,750,26,"Same length",97,106,"Ring finger",December,Winter,No,No,Meat,Water,English,6,8,4,"Yes - broadband connection","Text messaging",60,75,5,0,15,5,2,0,5,5,20,3,12,2,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,"Education/Youth development"
USA,ID,2014,"12        ",Female,17,Right-Handed,163,23,174,1,Car,5,.0373,33,Soccer,251,337,417,519,396,620,24,"Left foot",70,80,"Ring finger",March,Fall,Yes,No,Desserts,Water,History,8,7,4,"Yes - broadband connection","In person",3,3,8,0,6,4,8,0,1,0,1,3,0,1,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Religious
USA,NC,2014,"12        ",Female,16,Right-Handed,160,22,150,1,Car,15,.437,42,Dancing,200,500,50,0,1000,1000,21.5,"Right foot",6,5,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Tea,Science,6,10,5,"Yes - broadband connection","Text messaging",200,220,8,4,14,4,15,0,30,30,30,10,0,0,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Health
USA,NE,2014,"9         ",Female,14,Right-Handed,157.4,20,49,1,Car,20,.618,51,Other,610,914,535,519,112,882,20,"Right foot",16,14,"Index finger",December,Spring,Yes,No,"No favorite","Sports drink","Mathematics and statistics",7,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,40,40,10,6,10,20,0,60,60,40,5,0,2,"A lot","Graduate degree",Pop,Fly,Rich,,"International aid"
USA,TN,2016,"6         ",Female,11,Ambidextrous,88,79,8,2,Bus,15,7,5,Baseball/Softball,1000,1000,0,0,1000,1000,7,"Same length",0,88,"Same length",June,Summer,No,No,"Rice/Noodle dishes","Energy drink",Music,8,11,6,"Yes - other","Internet chat or instant messaging",17,20,5,2,1,55,8,6,24,24,24,24,1,20,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse",Health
USA,UT,2016,"12        ",Male,16,Right-Handed,171,25,73,1,Bus,30,0.693,79,Other,599,700,999,777,888,888,23,"Right foot",80,71,"Index finger",April,Summer,No,No,Desserts,Water,Other,5.5,11,6,"Yes - other","Text messaging",8,3,0,0,0,3,0,,,,,,,,,,,,,,
USA,MI,2022,"12        ",Female,18,Ambidextrous,162cm,23cm,170,2,Bus,13,0.07,51,Dancing,100,100,80,80,60,100,23cm,"Same length",75,70,"Index finger",April,Spring,No,No,"Rice/Noodle dishes",Water,Science,6,10,3,"Yes - broadband connection","In person",20,30,4,24,7,2,0,0,10,3,24,12,10,7,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Invisibility,Rich,Friend,"Education/Youth development"
USA,OH,2020,"12        ",Female,18,Right-Handed,53,22,57,1,Car,3,.507,41,Bowling,96,118,235,107,32,674,22,"Same length",7,75,"Ring finger",August,Fall,No,No,Salads,Water,Music,7.5,7.5,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",12,12,7,1,3,1,2,0,8,1,7,5,6,4,"Very little","Graduate degree",Country,Telepathy,Rich,"Coach or club leader","Arts, culture, sports"
USA,AK,2017,"12        ",Male,17,Right-Handed,171,24,173,2,Car,50,0.78,46,Other,631,743,326,198,100,877,25,"Left foot",94,990,"Ring finger",November,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5,10,5,"Yes - other","Text messaging",24,16,1,2,4,6,6,8,20,10,10,20,16,5,Some,Other,Pop,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,TX,2018,"12        ",Male,17,Right-Handed,180,"24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,ID,2022,"12        ",Female,17,Right-Handed,168,21,21,1,Car,15,.6,36,Swimming,800,600,600,600,400,500,21,"Same length",70,80,"Ring finger",July,Summer,No,No,Fruit,"Soft drink (caffeinated)",Art,6,9,6,"Yes - dial-up connection","In person",20,20,6,0,5,8,2,0,4,2,2,1,15,2,"A lot","Some college",Pop,Fly,Happy,Actor,"Wildlife, animals"
USA,NY,2019,"6         ",Female,12,Right-Handed,141,20,136,1,Car,2,0.40,38,Soccer,1000,1000,1000,1000,500,500,,,6.5,6,"Index finger",March,Fall,Yes,No,Soups,Water,History,9,9,5,"Yes - other","Text messaging",10,20,5,1,2,10,5,0,0,3,3,4,1,1,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Environment
USA,IL,2020,"12        ",Female,17,Left-Handed,166,22,163,1,Car,2,.45,46,Soccer,545,642,626,540,1000,999,22,"Same length",89,89,"Same length",March,Fall,Yes,No,Meat,Water,"Social studies",8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,205,21,5,21,10,10,1,5,1,65,14,20,3,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,Health
USA,IN,2020,"11        ",Male,16,Ambidextrous,"5’ 11",,,1,Car,7,0.354,43,Walking/Hiking,584,585,459,395,100,394,,,,,"Ring finger",July,Fall,No,No,Seafood,Tea,History,6,8,4,"Yes - broadband connection",Other,20,30,8,4,6,8,10,2,10,2,24,3,20,10,"A lot","Graduate degree","Heavy metal",Telepathy,Rich,"Musician or singer","Wildlife, animals"
USA,CA,2012,"12        ",Male,17,Right-Handed,201.6,23.4,204.2,1,Car,7,0.417,76,Swimming,900,500,100,800,1000,1000,23.4,"Same length",79,79,"Same length",July,Winter,Yes,No,Poultry,Water,Music,8,6,6,"Yes - broadband connection","In person",2,5,5,1,10,15,2,20,0,3,50,7,0,10,None,"Graduate degree",Jazz,Fly,Happy,Relative,Health
USA,ID,2020,"12        ",Female,21,Right-Handed,164,26,166,3,Walk,5,0.696,33,"Martial Arts",572,588,380,658,412,690,24,"Right foot",72,75,"Ring finger",February,Winter,No,No,Pizza/Pasta,Water,"Social studies",6,8,6,"Yes - broadband connection","Text messaging",15,15,3,3,40,3,3,0,1,1,45,0,40,2,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,MO,2018,"6         ",Male,12,Right-Handed,147,24,158,2,Car,15,0.355,36,"Hockey (Ice)",800,850,400,300,200,100,25,"Left foot",90,90,"Same length",June,Summer,Yes,No,Pizza/Pasta,Milk,"Physical education",7,10,6,"Yes - other","Text messaging",,100,8,1,10,5,12,3,1,1,10,4,0,3,"A lot","Graduate degree",Pop,"Freeze time",Famous,"Coach or club leader","Education/Youth development"
USA,IN,2021,"10        ",Female,15?,Right-Handed,5’6,25,52,2,Bus,15ish,0.387,40,Other,8,6,9,5,3,8,25,"Same length",63.5,63.5,"Same length",May,Fall,Yes,No,Fruit,Water,Music,6,10,7,"Yes - broadband connection","Internet chat or instant messaging",150,100,0,7,5,2,1,1,8,5,6,4,0,2,"A lot","Some college",Techno/Electronic,Telepathy,Rich,Relative,Other
USA,NY,2018,"12        ",Female,18,Right-Handed,166,23,167,2,"Rail (Train/Tram/Subway)",30,0.59,47,Other,706,727,497,647,1000,1000,23,"Same length",85,92,"Ring finger",January,Winter,Yes,No,Meat,Water,"Mathematics and statistics",6,9,3,"Yes - broadband connection","Text messaging",10,10,20,3,21,0,4,15,9,24,42,20,12,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Actor,Health
USA,CA,2015,"6         ",Male,11,Right-Handed,134,27,153,1,Walk,15,0.957,68,"Football (American)",374,620,150,476,251,727,24,"Same length",80,70,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,"Computers and technology",10,6,11,"Yes - broadband connection","Cell phone",27,20,4,2,1,2,5,3,1,1,4,6,2,3,"Very little","Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"Arts, culture, sports"
USA,PA,2020,"6         ",Female,12,Left-Handed,168,24,26,1,Bus,6,0.514,36,Other,781,571,406,930,1000,1000,26,"Left foot",90,99,"Ring finger",September,Winter,Yes,No,Pizza/Pasta,Other,Other,8,11,4,"Yes - other","Text messaging",500,500,60,45,2,5,2,10,0,20,15,8,0,1,Some,"Graduate degree",Pop,Invisibility,Famous,"Musician or singer","Arts, culture, sports"
USA,NY,2014,"11        ",Female,16,Right-Handed,63,21,63,1,Car,5,.489,35,Dancing,401,460,326,497,599,610,22,"Left foot",77,77,"Same length",June,Spring,No,No,Soups,Tea,Art,7,9,5,"Yes - other","Text messaging",12,12,12,1,10,10,2,6,10,11,11,2,15,8,"Very little","Graduate degree",Pop,Fly,Happy,Teacher,"Wildlife, animals"
USA,PA,2016,"6         ",Female,12,Ambidextrous,158,23,157,1,Bus,2,0.702,39,Basketball,500,300,400,500,500,500,23,"Same length",60.5,60.5,"Same length",February,Spring,No,No,Meat,Water,"Physical education",7,7,6,"Yes - broadband connection","Text messaging",5,7,12,1,1.5,95,7,1,3,2,5,7,0,0,"Very little","Graduate degree",Pop,Fly,Healthy,Relative,Religious
USA,AL,2022,"12        ",Male,17,Right-Handed,172,26,164,1,Car,15,0.513,42,Skateboarding/Rollerblading,700,200,100,700,900,1000,26,"Left foot",9,8,"Same length",July,Fall,No,No,Meat,Tea,"Computers and technology",6,8,5,"Yes - broadband connection","In person",3,3,5,2,1,1,8,6,2,1,8,2,23,2,None,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Arts, culture, sports"
USA,PA,2021,"9         ",Female,14,Right-Handed,163.8,25,172cm,one,Car,6min,.721,44,Swimming,5,21,102,1,5,0,24,"Right foot",7,6.5,"Index finger",July,Winter,No,,Soups,Water,Other,8,,8,"No internet connection","In person",1,0,12,3,6,12,7,0,0,0,0,0,0,7,Some,"High school",Other,Fly,Happy,"Religious figure",Other
USA,NC,2021,"12        ",Female,16,Right-Handed,"165 ",24,161,1,Bus,25,3.1,50,Bowling,0,0,100,800,1000,1000,24,"Same length",76,76,"Ring finger",August,Summer,No,No,Meat,Water,Art,5,9,6,"Yes - broadband connection","Text messaging",100,100,5,5,5,3,1,0,6,12,24,0,30,2,"A lot","High school","Rhythm and blues (R&B)",Telepathy,Happy,"Doctor or nurse","International aid"
USA,WI,2015,"7         ",Male,12,Right-Handed,157,24,150,1,Bicycle,5,.276,45,"Hockey (Ice)",1000,1000,1000,1000,500,250,23.5,"Right foot",100,70,"Ring finger",February,Winter,Yes,,Meat,Water,"Physical education",8,9,4,"Yes - other","In person",20,20,24,1,1,30,30,0,2,1,0,2,0,2,Some,"Some college",Pop,Fly,Healthy,"Sports person","Wildlife, animals"
USA,VA,2015,"12        ",Male,17,Ambidextrous,183,28,180,1,Car,5,0.288,36,Lacrosse,500,100,100,700,1000,1000,28,"Same length",70,80,"Ring finger",January,Fall,No,No,Seafood,Tea,English,6,12,3,"Yes - broadband connection","Text messaging",100,100,0,8,1,0,1,30,15,84,20,1,15,0,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Rich,Other,Health
USA,CA,2020,"12        ",Male,17,Right-Handed,163,23,172,1,Walk,10,.302,28,Other,500,300,300,500,750,800,23,"Same length",68,73,"Ring finger",May,Winter,No,No,"No favorite",Tea,Music,6,8,3,"Yes - broadband connection","Internet chat or instant messaging",4,2,0,0,5,5,5,25,4,4,40,0,20,2,"A lot","Graduate degree",Other,"Freeze time",Happy,"Musician or singer",Health
USA,MA,2022,"11        ",Male,17,Right-Handed,185,33,185,1,Car,8,.37,39,Baseball/Softball,503,1000,102,348,738,802,34,"Same length",86,89,"Ring finger",August,Summer,Yes,No,Poultry,Water,"Mathematics and statistics",8,8,4,,"Internet chat or instant messaging",5,12,10,6,0,4,13,5,4,1,8,10,20,2,None,"Undergraduate degree","Rap/Hip hop",Fly,Happy,Relative,"Arts, culture, sports"
USA,VA,2016,"12        ",Male,17,Right-Handed,128,26,116,1,Bus,10,,,Rowing,700,500,600,800,700,900,25,"Right foot",90,98,"Ring finger",January,,Yes,No,Fruit,Milk,History,6,8,5,"Yes - broadband connection","In person",0,2,2,1,12,4,1,25,0,0,32,1,0,2,"A lot",Other,"Rock and roll","Freeze time",Happy,Other,Other
USA,IN,2019,"12        ",Female,17,Right-Handed,170,9.5,69,1,Car,5,.48,76,Athletics,872,717,492,476,32,246,9.5,"Same length",65,63,"Index finger",January,Fall,Yes,No,"Rice/Noodle dishes",,"Physical education",6,8,3,"Yes - other","Cell phone",12,13,12,1,1,21,13,0,10,2,21,5,0,5,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CA,2011,"12        ",Male,18,Right-Handed,184.2,25.4,184.2,1,Car,8,.359,45,Lacrosse,767,415,500,,1000,1000,24.5,"Same length",78,85,"Ring finger",August,Spring,Yes,No,Meat,Milk,History,7,11,3,"Yes - broadband connection","Text messaging",10,14,8,1,5,10,12,5,1,3,10,2,6,1,Some,"Graduate degree","Punk rock","Freeze time",Happy,Relative,Environment
USA,CA,2010,"12        ",Male,17,Right-Handed,168,28,145,1,Car,20,39,40,None,500,450,600,,700,300,28,"Same length",80,85,"Ring finger",September,Fall,No,No,Meat,"Powdered drink",History,8,8,8,"Yes - broadband connection","Text messaging",5,2,6,.5,10,20,0,15,3,.5,5,1,0,7.5,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,Relative,"Education/Youth development"
USA,CA,2021,"12        ",Female,16,Right-Handed,165,23,155,2,Car,20,0.446,43,Swimming,1000,1000,1000,535,390,422,23,"Same length",7,7,"Same length",October,Winter,No,No,Pizza/Pasta,Water,History,8,9,4,"Yes - broadband connection","Text messaging",50,50,8,2,3,3,0,2,5,4,5,3,0,4,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,Relative,"International aid"
USA,OH,2021,"6         ",Male,12,Right-Handed,152,25,150,1,Bus,10,0.329,37,Soccer,10,10,9,3,8,5,25,,7.5,8.375,"Ring finger",November,Fall,No,No,"No favorite",Water,"Mathematics and statistics",9,7.5,5,"Yes - other","In person",10,30,49,32,6,100,30,18,2,1,90,9,0,2,"Very little","Graduate degree","Rap/Hip hop","Super strength",Healthy,"Sports person",Religious
USA,NC,2018,"10        ",Male,17,Left-Handed,174,27,174,2,Walk,12,.509,38,Soccer,305,900,980,940,600,800,27,"Same length",70,70,"Same length",August,Winter,Yes,No,Meat,Water,"Computers and technology",6,10,3,"Yes - broadband connection",Other,10,20,8,1,5,.5,8,30,3,1,40,0,30,5,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,Teacher,Health
USA,PA,2017,"10        ",Female,15,Left-Handed,165,162.5,163.8,2,Bus,60,0.425,46,Gymnastics,500,500,10,10,5,5,162.5,"Same length",70,,"Index finger",August,Spring,No,No,Pizza/Pasta,Water,History,7,8,5,"Yes - other","Text messaging",50,70,40,2,5,1,.5,0,4,4,4,5,2,.5,Some,"Graduate degree",Pop,Telepathy,Happy,"Community leader or elder",Health
USA,TN,2020,"6         ",Female,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2016,"12        ",Male,17,Right-Handed,173,24,65,1,Car,15,.306,51,Walking/Hiking,500,500,500,500,1000,1000,24,"Same length",86,94,"Ring finger",April,Fall,No,No,Pizza/Pasta,Water,Other,6,8,5,"Yes - broadband connection","Text messaging",200,200,16,2,6,6,6,6,18,18,48,1,16,10,"A lot","Graduate degree",Other,Fly,Happy,Other,"Arts, culture, sports"
USA,FL,2015,"12        ",Female,17,Right-Handed,163,22.2,164,1,Car,10,0.65,49,Walking/Hiking,700,500,200,250,1000,1000,22.7,"Left foot",76,75,"Index finger",April,Summer,Yes,No,"Rice/Noodle dishes",Tea,History,8,8,3,"Yes - broadband connection","Text messaging",40,60,35,5,17,40,12,0,50,90,100,5,0,7,Some,"Graduate degree","Rock and roll",Invisibility,Happy,Actor,"Education/Youth development"
USA,IN,2015,"10        ",Female,15,Left-Handed,"154 ",22,43,2,Car,7,.787,27,Other,800,1000,1000,700,10,50,"23 ","Left foot",60,60,"Same length",April,Fall,No,No,"Rice/Noodle dishes",Water,"Physical education",6.5,8,8,"Yes - other","Text messaging",43,45,12,1,20,20,14,0,7,7,7,0,2,2,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Religious figure","International aid"
USA,CT,2017,"12        ",Female,17,Right-Handed,161,25.5,171,1,Car,7,.146,38,Soccer,1000,700,1000,500,900,900,25.5,"Same length",112,74,"Index finger",April,Summer,Yes,No,Meat,Water,Art,8,10,6,"Yes - other","Cell phone",50,50,20,10,3,2,5,1,5,60,30,1,25,1,Some,"Graduate degree",Country,Fly,Healthy,Relative,"Wildlife, animals"
USA,WA,2012,"12        ",Male,17,Right-Handed,178,29,173.5,2,Car,8,.407,32,Walking/Hiking,722,439,364,337,706,904,29,"Right foot",70,70,"Same length",April,Summer,No,No,Meat,"Soft drink (caffeinated)",English,7,10,4,"Yes - broadband connection","Text messaging",25,25,15,.5,4,6,7,5,15,5,10,25,10,0,Some,"Graduate degree","Rock and roll",Telepathy,Happy,"Sports person",Environment
USA,MA,2019,"12        ",Male,17,,172.7,25.9,162,1,Car,15,.376,55,Baseball/Softball,800,800,800,600,900,1000,26.5,"Right foot",80,74,"Index finger",November,Spring,No,No,Pizza/Pasta,Water,"Physical education",5,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,35,5,3,1,1,10,0,18,5,24,0,14,0,Some,"Graduate degree",Country,Fly,Happy,"Coach or club leader","Wildlife, animals"
USA,SC,2012,"12        ",Female,17,Right-Handed,152,22,150,1,Car,4,0.42,52,Dancing,155,235,203,610,770,1000,22,"Same length",75,84,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",History,7,10,4,"Yes - broadband connection","Text messaging",800,850,20,3,5,10,0,0,30,40,25,10,25,15,"A lot",Other,Country,Telepathy,Happy,Relative,Health
USA,CO,2015,"12        ",Female,17,Left-Handed,178,25,164,1,Car,5,0.759,47,Soccer,900,900,500,450,300,300,27,"Left foot",89,64,"Index finger",January,Winter,No,No,Seafood,Water,Art,7,8,4,"Yes - broadband connection","Text messaging",150,155,14,1,10,5,12,1,8,9,8,1,12,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,Health
USA,CA,2015,"11        ",Female,17,Right-Handed,152,23,154,2,Car,8,56,47,Walking/Hiking,471,348,727,872,0,171,20,"Right foot",70,70,"Same length",August,Winter,Yes,No,Meat,Water,History,4,7,5,"Yes - broadband connection","In person",38,35,20,3,8,30,5,8,30,20,20,4,0,7,"A lot","Graduate degree",Other,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,WI,2016,"7         ",Male,13,Right-Handed,160,24.5,166,1,Walk,3,.402,38,Athletics,524,545,385,898,551,730,24.5,"Same length",70,80,"Ring finger",August,Summer,Yes,No,Meat,Juice,Music,8,6,3,"Yes - broadband connection","In person",0,0,6,1,2,2,7,6,1,1,2,5,4,2,Some,"Graduate degree",Classical,Fly,Rich,"Business person",Health
USA,MI,2020,"9         ",Female,14,Right-Handed,162,23.2,153.6,1,Car,25,.384,45,Soccer,900,1000,927,960,1000,972,22.8y,"Right foot",76.2,76,"Index finger",February,Winter,No,Yes,Fruit,Water,History,7,9,2,"No internet connection","Text messaging",10,30,1,.5,9,3,1,8,4,1.5,6,0,0,.2,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Musician or singer",Environment
USA,IN,2018,"10        ",Female,76,Right-Handed,154,22,146,2,Car,8,.509,11,Soccer,505,319,267,549,803,927,23,"Left foot",8,8,"Same length",March,Fall,Yes,No,Meat,"Soft drink (caffeinated)",History,6,9,5,"Yes - broadband connection","Text messaging",28,413,3,0,8,2,3,0,4,1,2,3,13,0,"A lot","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse",Health
USA,SC,2018,"11        ",Male,18,Right-Handed,177.8,27.5,179.5,2,Car,8,0.389,73,Basketball,100,500,600,700,1000,1000,27.5,"Same length",100,90,"Index finger",September,Summer,Yes,No,Pizza/Pasta,"Sports drink","Physical education",8,12,2,"Yes - broadband connection","Text messaging",56,60,18,8,3,20,14,2,19,12,7,8,5,3,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,IN,2017,"11        ",Female,17,Right-Handed,175,25,175,2,Car,15,0.333,39,Dancing,850,540,941,888,75,150,24.5,"Right foot",70,70,"Same length",April,Fall,Yes,No,Pizza/Pasta,Water,Science,8,8,5,"Yes - broadband connection","In person",0,2,9,1,15,2,12,0,5,2,5,2,11,4,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,DE,2020,"12        ",Male,17,Right-Handed,177.8,27.94,64,2,Car,30,.301,34,Basketball,5,5,5,5,9,10,27.94,"Same length",8,9,"Ring finger",April,Summer,No,No,Meat,Water,History,7,10,5,"Yes - other","Cell phone",4,2,20,6,8,15,18,30,10,2,4,5,21,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,"Sports person","Education/Youth development"
USA,TX,2016,"12        ",Male,18,Right-Handed,"180 ",27,,2,Car,15,.726,38,Other,1000,30,100,500,100,500,27,,100,90,"Ring finger",May,Fall,No,No,Meat,Tea,History,7,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,3,15,0,10,5,0,0,10,10,5,0,0,5,Some,"Undergraduate degree","Rock and roll","Freeze time",Rich,"Business person",Other
USA,MA,2015,"8         ",Female,13,Right-Handed,169,23,167,2,Car,15,0.432,56,Basketball,1000,700,700,1000,1000,600,23,"Same length",75,78,"Ring finger",August,Summer,No,No,Salads,Water,Art,8,11,2,"No internet connection","Text messaging",20,50,24,2,10,2,11,1,6,20,3,5,3,5,"A lot","Graduate degree",Gospel,Telepathy,Happy,Other,"International aid"
USA,CA,2018,"12        ",Male,16,Left-Handed,176,,,2,Car,10,.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2018,"12        ",Female,17,Right-Handed,162.5,25,,1,Car,16,.46,116,Swimming,754,652,930,882,679,684,25.3,"Left foot",70,83,"Ring finger",August,Summer,Yes,No,Pizza/Pasta,"Energy drink",Art,6,8,4,"Yes - other","Text messaging",150,150,18,8,6,8,3,5,12,10,15,5,20,5,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,CA,2018,"12        ",Male,17,Right-Handed,180,25,177.8,2,Bus,30,0.044,43,Running/Jogging,900,900,500,800,600,1000,24,"Right foot",7,7.5,"Ring finger",December,Winter,Yes,No,Seafood,Water,Other,7,8,5,"Yes - other","Internet chat or instant messaging",300,300,45,1,7,35,10,8,7,18,22,2,8,10,"Very little",Other,Other,"Freeze time",Happy,Friend,"Education/Youth development"
USA,SC,2013,"11        ",Male,16,Left-Handed,175,28,175,1,Car,3,.096,56,"Football (American)",500,400,300,500,500,600,28,"Same length"," 90",100,"Ring finger",August,Fall,No,No,Meat,"Sports drink","Physical education",7,10,3,"Yes - broadband connection","In person",30,30,10,.5,1,4,5,2,6,2,4,3,20,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Religious
USA,TX,2019,"10        ",Female,15,Right-Handed,151,28,107,2,Car,5,.41,42,Basketball,1000,1000,1000,1000,500,0,28,"Same length",76.2,77.4,"Ring finger",January,Fall,No,No,Meat,Water,Science,10,5,5,"Yes - other","In person",0,0,8,0,2,10,0,0,0,0,0,6,0,0,Some,"Graduate degree","Punk rock","Super strength",Rich,Actor,"Wildlife, animals"
