"Season","DayNum","team1_TeamID","team1_Score","team2_TeamID","team2_Score","WLoc","NumOT","team1_FGM","team1_FGA","team1_FGM3","team1_FGA3","team1_FTM","team1_FTA","team1_OR","team1_DR","team1_Ast","team1_TO","team1_Stl","team1_Blk","team1_PF","team2_FGM","team2_FGA","team2_FGM3","team2_FGA3","team2_FTM","team2_FTA","team2_OR","team2_DR","team2_Ast","team2_TO","team2_Stl","team2_Blk","team2_PF","league","PT_margin","FTA_margin","PF_margin","OR_margin","DR_margin","FGA_margin","FGA3_margin","TO_margin","Stl_margin","Ast_margin","Blk_margin"
2025,29,3268,87,3291,52,"H",0,33,63,3,12,18,25,11,30,18,15,6,4,15,19,56,7,31,7,12,2,19,12,18,4,1,21,"WNCAA",35,13,-6,9,11,7,-19,-3,2,6,3
2025,29,3278,90,3316,44,"H",0,34,60,8,22,14,17,7,27,22,14,11,7,15,16,56,4,21,8,10,5,19,7,19,8,1,13,"WNCAA",46,7,2,2,8,4,1,-5,3,15,6
2025,29,3293,91,3387,66,"A",0,28,61,12,26,23,30,13,32,18,23,8,5,18,24,69,8,32,10,12,7,22,10,21,14,1,27,"WNCAA",25,18,-9,6,10,-8,-6,2,-6,8,4
2025,29,3304,69,3473,48,"H",0,29,64,6,22,5,12,16,24,17,13,10,6,13,17,55,7,25,7,10,10,21,8,18,6,3,14,"WNCAA",21,2,-1,6,3,9,-3,-5,4,9,3
2025,29,3333,63,3212,56,"H",0,23,56,0,13,17,28,13,25,11,17,7,10,14,23,71,4,18,6,9,15,18,9,14,11,2,23,"WNCAA",7,19,-9,-2,7,-15,-5,3,-4,2,8
2025,29,3403,78,3372,68,"H",0,28,60,10,26,12,17,17,22,18,23,13,5,21,21,52,8,19,18,24,9,13,14,22,14,2,23,"WNCAA",10,-7,-2,8,9,8,7,1,-1,4,3
2025,29,3425,94,3465,52,"H",0,32,61,11,24,19,27,16,26,20,9,6,12,14,19,59,6,24,8,14,9,13,11,13,2,4,21,"WNCAA",42,13,-7,7,13,2,0,-4,4,9,8
2025,30,3101,59,3410,45,"A",0,25,58,3,16,6,15,8,27,13,19,13,3,20,14,51,7,27,10,18,6,24,13,23,9,3,17,"WNCAA",14,-3,3,2,3,7,-11,-4,4,0,0
2025,30,3102,76,3430,58,"H",0,27,52,10,24,12,18,6,15,19,24,20,2,21,21,49,4,10,12,22,11,20,14,27,15,4,22,"WNCAA",18,-4,-1,-5,-5,3,14,-3,5,5,-2
2025,30,3124,101,3411,29,"H",0,38,69,10,19,15,22,18,38,22,18,11,6,12,12,69,0,21,5,8,12,15,6,17,12,3,16,"WNCAA",72,14,-4,6,23,0,-2,1,-1,16,3
2025,30,3125,63,3252,55,"A",0,20,54,8,29,15,21,9,27,16,13,6,5,14,21,56,9,27,4,7,3,27,11,15,5,1,20,"WNCAA",8,14,-6,6,0,-2,2,-2,1,5,4
2025,30,3137,62,3436,59,"H",1,22,48,4,12,14,17,3,14,16,17,6,5,15,22,49,3,13,12,17,5,17,10,17,9,2,18,"WNCAA",3,0,-3,-2,-3,-1,-1,0,-3,6,3
2025,30,3138,74,3127,51,"H",0,30,58,3,10,11,16,13,24,24,20,11,4,16,21,56,2,18,7,12,10,16,17,21,14,2,22,"WNCAA",23,4,-6,3,8,2,-8,-1,-3,7,2
2025,30,3156,67,3297,54,"H",0,23,57,6,19,15,20,12,33,16,16,6,5,15,18,61,6,23,12,16,8,21,12,13,7,1,17,"WNCAA",13,4,-2,4,12,-4,-4,3,-1,4,4
2025,30,3162,81,3362,79,"H",0,30,70,10,29,11,21,17,20,22,12,8,6,16,30,65,6,23,13,16,7,20,21,12,9,5,23,"WNCAA",2,5,-7,10,0,5,6,0,-1,1,1
2025,30,3166,82,3462,54,"A",0,32,61,11,31,7,7,8,24,23,12,9,6,18,21,50,5,15,7,13,6,19,12,18,3,3,7,"WNCAA",28,-6,11,2,5,11,16,-6,6,11,3
2025,30,3170,74,3282,57,"H",0,30,53,2,14,12,18,1,25,18,12,7,6,20,20,67,3,10,14,21,17,18,9,19,6,2,19,"WNCAA",17,-3,1,-16,7,-14,4,-7,1,9,4
2025,30,3171,61,3298,58,"A",1,23,66,5,21,10,20,7,38,12,14,5,2,17,21,82,5,23,11,24,23,35,9,9,7,6,19,"WNCAA",3,-4,-2,-16,3,-16,-2,5,-2,3,-4
2025,30,3178,67,3460,56,"H",0,22,62,5,15,18,25,11,23,11,13,11,3,16,19,51,3,14,15,18,7,27,5,21,4,9,23,"WNCAA",11,7,-7,4,-4,11,1,-8,7,6,-6
2025,30,3180,53,3250,44,"H",0,23,54,2,11,5,7,9,22,18,15,7,3,11,17,48,2,15,8,10,4,18,6,16,11,1,13,"WNCAA",9,-3,-2,5,4,6,-4,-1,-4,12,2
2025,30,3182,73,3338,69,"A",0,27,63,13,37,6,6,4,29,16,16,8,3,17,24,65,7,24,14,23,12,25,15,14,7,3,14,"WNCAA",4,-17,3,-8,4,-2,13,2,1,1,0
2025,30,3192,69,3248,62,"A",0,26,66,4,19,13,17,15,23,11,6,2,1,11,24,54,7,16,7,10,6,24,14,8,1,1,16,"WNCAA",7,7,-5,9,-1,12,3,-2,1,-3,0
2025,30,3200,71,3463,54,"A",0,30,57,1,8,10,22,9,24,11,17,10,3,18,21,58,7,25,5,12,12,22,12,17,9,1,20,"WNCAA",17,10,-2,-3,2,-1,-17,0,1,-1,2
2025,30,3202,61,3189,57,"A",0,23,51,8,21,7,10,11,18,15,20,5,4,14,21,62,3,13,12,12,13,14,8,13,11,2,14,"WNCAA",4,-2,0,-2,4,-11,8,7,-6,7,2
2025,30,3207,55,3350,53,"A",0,19,52,5,17,12,15,6,24,6,10,4,2,17,21,51,2,11,9,14,3,25,9,14,6,5,17,"WNCAA",2,1,0,3,-1,1,6,-4,-2,-3,-3
2025,30,3210,78,3280,75,"H",0,30,79,12,38,6,6,9,22,14,6,12,2,11,32,59,7,17,4,6,2,32,17,17,4,3,11,"WNCAA",3,0,0,7,-10,20,21,-11,8,-3,-1
2025,30,3226,73,3176,61,"H",0,25,54,4,14,19,26,12,21,10,14,8,4,22,17,46,9,21,18,26,5,17,8,15,7,1,20,"WNCAA",12,0,2,7,4,8,-7,-1,1,2,3
2025,30,3231,67,3475,63,"H",0,21,59,9,30,16,26,7,24,14,12,5,5,13,25,55,8,13,5,8,2,25,10,15,5,4,26,"WNCAA",4,18,-13,5,-1,4,17,-3,0,4,1
2025,30,3236,68,3352,57,"H",0,21,59,12,31,14,17,6,28,15,10,7,6,20,18,57,1,14,20,28,10,31,4,16,5,3,18,"WNCAA",11,-11,2,-4,-3,2,17,-6,2,11,3
2025,30,3259,70,3347,64,"H",1,19,59,7,21,25,39,16,26,13,14,9,7,18,24,61,6,12,10,12,7,26,12,20,10,6,26,"WNCAA",6,27,-8,9,0,-2,9,-6,-1,1,1
2025,30,3286,77,3377,46,"H",0,28,70,11,37,10,11,12,29,21,4,11,3,16,18,51,3,24,7,12,4,26,7,15,2,3,10,"WNCAA",31,-1,6,8,3,19,13,-11,9,14,0
2025,30,3292,85,3188,41,"H",0,35,68,7,19,8,11,13,27,17,9,9,4,14,15,60,4,23,7,10,12,18,8,22,6,1,20,"WNCAA",44,1,-6,1,9,8,-4,-13,3,9,3
2025,30,3294,62,3472,54,"A",0,22,48,5,13,13,17,6,22,20,17,7,1,17,22,55,2,14,8,14,8,21,13,13,11,3,17,"WNCAA",8,3,0,-2,1,-7,-1,4,-4,7,-2
2025,30,3295,83,3285,74,"H",0,26,52,5,18,26,36,7,18,9,16,10,2,21,28,59,4,16,14,18,5,20,9,15,6,3,26,"WNCAA",9,18,-5,2,-2,-7,2,1,4,0,-1
2025,30,3303,65,3340,57,"A",0,21,53,3,10,20,24,7,16,10,15,11,2,16,22,51,5,19,8,12,6,22,8,20,7,3,24,"WNCAA",8,12,-8,1,-6,2,-9,-5,4,2,-1
2025,30,3315,73,3451,69,"H",0,25,57,14,28,9,17,7,23,14,16,12,3,18,25,61,6,20,13,14,12,24,9,19,6,1,18,"WNCAA",4,3,0,-5,-1,-4,8,-3,6,5,2
2025,30,3317,83,3398,65,"H",0,27,52,5,10,24,31,10,28,13,23,9,2,15,23,61,7,19,12,18,7,12,6,15,12,2,28,"WNCAA",18,13,-13,3,16,-9,-9,8,-3,7,0
2025,30,3319,87,3331,80,"H",0,35,72,8,26,9,14,10,39,20,20,5,3,14,32,80,8,25,8,14,9,24,23,11,15,3,13,"WNCAA",7,0,1,1,15,-8,1,9,-10,-3,0
2025,30,3321,64,3177,56,"H",0,23,55,4,10,14,25,9,29,18,18,8,2,13,22,69,6,23,6,12,12,23,17,14,14,3,24,"WNCAA",8,13,-11,-3,6,-14,-13,4,-6,1,-1
2025,30,3328,78,3257,72,"A",0,24,53,9,24,21,27,11,32,15,27,6,5,23,25,72,6,26,16,20,16,20,15,19,11,2,29,"WNCAA",6,7,-6,-5,12,-19,-2,8,-5,0,3
2025,30,3329,93,3223,39,"H",0,36,71,13,25,8,11,15,33,16,12,8,4,9,14,59,7,30,4,5,6,17,6,16,3,3,13,"WNCAA",54,6,-4,9,16,12,-5,-4,5,10,1
2025,30,3332,85,3450,70,"H",0,35,70,6,18,9,12,9,24,22,9,10,0,12,30,59,6,18,4,6,4,23,12,15,3,7,15,"WNCAA",15,6,-3,5,1,11,0,-6,7,10,-7
2025,30,3344,48,3348,45,"A",0,18,52,7,18,5,8,7,23,9,10,5,4,11,19,60,7,27,0,0,12,24,15,9,7,5,11,"WNCAA",3,8,0,-5,-1,-8,-9,1,-2,-6,-1
2025,30,3345,60,3263,51,"H",0,24,53,5,20,7,10,6,28,14,14,10,4,12,19,54,8,31,5,7,4,19,12,14,7,1,12,"WNCAA",9,3,0,2,9,-1,-11,0,3,2,3
2025,30,3349,82,3469,71,"H",0,33,69,7,20,9,12,11,34,22,16,5,6,19,23,67,11,38,14,23,9,23,11,11,7,4,12,"WNCAA",11,-11,7,2,11,2,-18,5,-2,11,2
2025,30,3355,81,3186,58,"H",0,31,62,6,17,13,18,6,31,19,10,8,4,12,23,65,7,18,5,9,11,26,8,15,4,2,15,"WNCAA",23,9,-3,-5,5,-3,-1,-5,4,11,2
2025,30,3363,51,3388,46,"H",0,19,56,4,19,9,12,13,28,10,18,4,3,18,16,55,4,21,10,11,5,15,8,8,8,1,19,"WNCAA",5,1,-1,8,13,1,-2,10,-4,2,2
2025,30,3395,78,3194,42,"H",0,30,76,12,37,6,11,14,32,24,5,6,8,11,16,63,4,19,6,8,10,32,10,14,2,3,13,"WNCAA",36,3,-2,4,0,13,18,-9,4,14,5
2025,30,3397,79,3199,77,"H",0,34,85,9,35,2,7,18,26,14,15,6,4,15,31,69,4,17,11,13,7,26,10,16,8,5,10,"WNCAA",2,-6,5,11,0,16,18,-1,-2,4,-1
2025,30,3401,57,3393,45,"H",0,22,54,4,14,9,13,10,27,11,15,5,5,15,17,62,3,17,8,12,14,21,9,13,6,4,15,"WNCAA",12,1,0,-4,6,-8,-3,2,-1,2,1
2025,30,3402,71,3470,59,"A",0,26,56,4,14,15,28,14,16,14,17,9,1,31,16,44,0,14,27,41,9,16,5,16,8,7,30,"WNCAA",12,-13,1,5,0,12,0,1,1,9,-6
2025,30,3420,65,3406,60,"A",0,25,61,6,18,9,15,6,21,11,14,8,0,21,23,51,4,14,10,19,10,27,10,26,9,6,20,"WNCAA",5,-4,1,-4,-6,10,4,-12,-1,1,-6
2025,30,3426,61,3222,57,"H",0,24,52,3,8,10,23,13,27,13,19,9,2,13,22,62,5,22,8,11,10,20,11,14,12,2,16,"WNCAA",4,12,-3,3,7,-10,-14,5,-3,2,0
2025,30,3428,87,3429,34,"H",0,34,61,14,30,5,8,9,28,22,17,10,8,16,8,49,3,21,15,20,5,19,6,23,6,2,14,"WNCAA",53,-12,2,4,9,12,9,-6,4,16,6
2025,30,3434,67,3444,54,"H",0,22,44,8,20,15,26,5,18,10,17,15,3,18,17,44,7,16,13,20,8,20,11,21,10,1,21,"WNCAA",13,6,-3,-3,-2,0,4,-4,5,-1,2
2025,30,3435,88,3274,70,"A",0,34,68,9,24,11,15,16,15,20,15,7,1,16,28,53,6,17,8,11,5,16,14,19,8,1,16,"WNCAA",18,4,0,11,-1,15,7,-4,-1,6,0
2025,30,3439,70,3208,61,"A",0,25,56,9,25,11,14,9,24,18,15,5,2,10,26,62,5,16,4,5,7,21,14,13,6,0,16,"WNCAA",9,9,-6,2,3,-6,9,2,-1,4,2
2025,30,3448,63,3144,46,"H",0,27,54,4,10,5,13,13,24,18,18,9,3,14,19,60,4,23,4,7,13,16,10,15,8,3,11,"WNCAA",17,6,3,0,8,-6,-13,3,1,8,0
2025,30,3453,78,3237,56,"H",0,28,54,9,25,13,16,7,30,21,14,4,0,16,18,57,6,23,14,17,7,17,10,13,8,2,16,"WNCAA",22,-1,0,0,13,-3,2,1,-4,11,-2
2025,30,3464,66,3454,50,"H",0,23,61,8,25,12,15,10,19,12,9,10,3,17,17,50,3,21,13,17,10,20,7,19,4,3,18,"WNCAA",16,-2,-1,0,-1,11,4,-10,6,5,0
2025,31,3116,75,3130,64,"H",0,27,56,3,11,18,23,9,17,9,12,8,4,14,27,73,6,27,4,7,23,19,15,17,9,5,21,"WNCAA",11,16,-7,-14,-2,-17,-16,-5,-1,-6,-1
2025,31,3120,66,3438,57,"A",0,25,54,3,11,13,24,7,20,15,13,14,6,17,19,54,3,17,16,19,9,26,9,21,8,4,18,"WNCAA",9,5,-1,-2,-6,0,-6,-8,6,6,2
2025,31,3123,80,3172,61,"H",0,23,52,11,27,23,26,6,21,14,14,9,1,18,24,51,8,20,5,7,3,16,13,17,5,3,23,"WNCAA",19,19,-5,3,5,1,7,-3,4,1,-2
2025,31,3131,60,3478,55,"A",0,24,61,6,25,6,9,10,17,17,12,13,5,13,19,50,8,19,9,10,10,22,9,21,7,2,11,"WNCAA",5,-1,2,0,-5,11,6,-9,6,8,3
2025,31,3135,78,3476,45,"H",0,29,65,9,24,11,15,11,24,16,11,12,6,15,19,55,1,15,6,7,5,20,13,19,3,5,12,"WNCAA",33,8,3,6,4,10,9,-8,9,3,1
2025,31,3139,70,3404,60,"H",0,23,49,7,18,17,20,8,19,16,12,4,1,8,25,51,6,12,4,4,6,17,9,15,9,4,20,"WNCAA",10,16,-12,2,2,-2,6,-3,-5,7,-3
2025,31,3140,81,3431,68,"A",0,36,74,7,27,2,2,12,25,21,13,3,6,22,21,57,7,18,19,25,8,20,14,11,4,3,8,"WNCAA",13,-23,14,4,5,17,9,2,-1,7,3
2025,31,3143,69,3104,65,"H",0,25,57,9,27,10,16,5,23,12,15,4,4,18,26,63,4,17,9,18,9,22,11,11,4,1,16,"WNCAA",4,-2,2,-4,1,-6,10,4,0,1,3
2025,31,3150,43,3273,42,"A",0,15,53,5,17,8,10,11,16,8,15,11,2,9,17,45,0,9,8,10,7,20,8,15,7,6,9,"WNCAA",1,0,0,4,-4,8,8,0,4,0,-4
2025,31,3164,74,3113,68,"H",1,26,63,7,17,15,22,6,26,13,15,10,2,18,26,67,7,20,9,9,8,30,10,19,10,1,23,"WNCAA",6,13,-5,-2,-4,-4,-3,-4,0,3,1
2025,31,3196,77,3155,64,"A",0,28,56,9,18,12,14,4,27,16,12,9,2,16,24,59,4,19,12,16,5,20,10,12,4,3,13,"WNCAA",13,-2,3,-1,7,-3,-1,0,5,6,-1
2025,31,3213,69,3112,66,"A",0,24,55,5,19,16,24,9,25,10,19,10,1,17,26,59,4,16,10,19,11,18,13,17,12,4,22,"WNCAA",3,5,-5,-2,7,-4,3,2,-2,-3,-3
2025,31,3233,58,3391,46,"H",0,23,59,8,25,4,6,7,24,17,18,15,5,13,17,49,4,15,8,12,7,24,10,25,11,3,7,"WNCAA",12,-6,6,0,0,10,10,-7,4,7,2
2025,31,3239,56,3204,51,"A",0,19,52,3,11,15,18,5,25,10,12,8,8,18,20,61,2,16,9,19,13,26,9,12,5,1,19,"WNCAA",5,-1,-1,-8,-1,-9,-5,0,3,1,7
2025,31,3241,55,3433,42,"A",0,21,54,3,15,10,13,9,30,10,12,8,2,10,15,61,6,30,6,10,11,24,9,15,10,3,14,"WNCAA",13,3,-4,-2,6,-7,-15,-3,-2,1,-1
2025,31,3242,70,3455,60,"H",0,22,63,5,20,21,30,14,19,11,10,8,3,21,21,51,6,21,12,23,10,30,10,20,3,6,28,"WNCAA",10,7,-7,4,-11,12,-1,-10,5,1,-3
2025,31,3243,110,3367,24,"H",0,38,66,13,28,21,28,10,26,28,6,18,6,13,9,42,1,11,5,8,0,17,6,29,3,1,24,"WNCAA",86,20,-11,10,9,24,17,-23,15,22,5
2025,31,3245,89,3310,73,"A",0,32,52,7,14,18,20,3,29,26,19,8,2,11,29,70,11,31,4,8,8,14,20,15,12,4,19,"WNCAA",16,12,-8,-5,15,-18,-17,4,-4,6,-2
2025,31,3253,67,3168,56,"H",0,27,67,3,14,10,19,12,40,14,14,9,9,18,17,61,7,21,15,23,5,28,13,11,6,3,17,"WNCAA",11,-4,1,7,12,6,-7,3,3,1,6
2025,31,3261,94,3390,88,"H",1,36,79,10,25,12,18,10,26,21,4,11,0,20,31,66,9,30,17,21,7,32,13,15,2,2,15,"WNCAA",6,-3,5,3,-6,13,-5,-11,9,8,-2
2025,31,3269,81,3318,50,"H",0,33,63,10,19,5,8,15,22,22,11,6,4,13,16,45,7,17,11,15,4,12,10,14,6,1,12,"WNCAA",31,-7,1,11,10,18,2,-3,0,12,3
2025,31,3275,60,3173,43,"A",0,26,58,6,24,2,4,8,26,15,14,6,4,19,14,53,1,15,14,20,11,25,5,17,5,4,13,"WNCAA",17,-16,6,-3,1,5,9,-3,1,10,0
2025,31,3281,68,3374,61,"H",0,24,60,9,25,11,17,10,23,14,11,4,1,14,22,58,8,22,9,13,11,22,7,13,3,4,16,"WNCAA",7,4,-2,-1,1,2,3,-2,1,7,-3
2025,31,3284,52,3351,36,"H",0,19,57,6,23,8,13,13,30,13,15,6,3,11,16,58,2,20,2,4,6,24,11,14,7,1,15,"WNCAA",16,9,-4,7,6,-1,3,1,-1,2,2
2025,31,3301,68,3279,61,"H",0,25,54,8,14,10,20,12,30,12,20,6,5,13,23,63,3,17,12,18,12,22,4,14,14,5,20,"WNCAA",7,2,-7,0,8,-9,-3,6,-8,8,0
2025,31,3314,72,3246,53,"H",0,28,59,7,18,9,13,8,28,15,9,4,4,14,19,54,7,24,8,12,6,23,11,12,3,3,15,"WNCAA",19,1,-1,2,5,5,-6,-3,1,4,1
2025,31,3323,80,3400,70,"H",1,28,63,8,17,16,17,6,28,13,17,16,6,15,27,73,8,24,8,11,16,23,15,23,8,4,17,"WNCAA",10,6,-2,-10,5,-10,-7,-6,8,-2,2
2025,31,3334,66,3333,63,"H",1,26,72,9,30,5,9,6,18,15,13,17,2,15,23,53,4,19,13,16,7,28,12,27,7,2,12,"WNCAA",3,-7,3,-1,-10,19,11,-14,10,3,0
2025,31,3357,79,3288,57,"H",0,32,71,5,18,10,14,21,28,20,15,11,3,18,20,56,2,10,15,26,11,17,9,13,6,3,16,"WNCAA",22,-12,2,10,11,15,8,2,5,11,0
2025,31,3359,67,3466,61,"A",1,25,67,6,23,11,22,12,27,14,10,6,8,16,22,70,9,26,8,11,11,30,14,15,1,3,22,"WNCAA",6,11,-6,1,-3,-3,-3,-5,5,0,5
2025,31,3364,80,3471,66,"A",0,25,45,8,18,22,26,5,22,10,15,2,1,19,24,60,7,19,11,20,10,17,11,9,6,1,22,"WNCAA",14,6,-3,-5,5,-15,-1,6,-4,-1,0
2025,31,3376,81,3181,70,"H",0,31,54,5,10,14,19,7,17,14,15,13,8,14,30,67,6,16,4,7,13,14,18,18,12,1,19,"WNCAA",11,12,-5,-6,3,-13,-6,-3,1,-4,7
2025,31,3378,62,3467,43,"H",0,25,61,3,12,9,12,12,21,9,17,14,3,18,14,49,5,20,10,12,7,25,8,22,9,2,17,"WNCAA",19,0,1,5,-4,12,-8,-5,5,1,1
2025,31,3379,77,3290,66,"H",0,33,66,5,14,6,11,10,23,25,15,9,0,12,24,51,7,20,11,13,2,19,13,17,7,3,16,"WNCAA",11,-2,-4,8,4,15,-6,-2,2,12,-3
2025,31,3382,56,3165,54,"H",0,18,48,8,23,12,14,4,30,6,18,3,0,13,23,59,1,15,7,11,4,24,10,6,11,7,19,"WNCAA",2,3,-6,0,6,-11,8,12,-8,-4,-7
2025,31,3384,69,3175,60,"A",0,26,64,6,22,11,19,15,29,15,10,4,0,15,21,61,3,16,15,19,10,25,7,9,5,5,13,"WNCAA",9,0,2,5,4,3,6,1,-1,8,-5
2025,31,3409,77,3212,60,"H",0,27,61,8,23,15,21,6,40,18,27,11,4,19,21,80,2,13,16,23,11,27,9,19,13,4,21,"WNCAA",17,-2,-2,-5,13,-19,10,8,-2,9,0
2025,31,3413,66,3142,60,"A",0,23,45,4,14,16,26,4,24,10,18,8,1,17,22,54,7,20,9,11,6,17,14,18,10,0,26,"WNCAA",6,15,-9,-2,7,-9,-6,0,-2,-4,1
2025,31,3414,65,3167,40,"A",0,27,65,6,24,5,9,12,22,11,10,12,2,13,16,47,4,13,4,8,7,22,10,22,2,3,12,"WNCAA",25,1,1,5,0,18,11,-12,10,1,-1
2025,31,3415,72,3169,48,"H",0,31,75,4,20,6,10,16,20,11,7,16,1,12,17,45,4,17,10,15,8,24,10,27,4,3,11,"WNCAA",24,-5,1,8,-4,30,3,-20,12,1,-2
2025,31,3480,70,3423,66,"A",0,30,61,3,11,7,12,7,30,12,13,2,1,14,25,62,7,21,9,12,7,25,13,8,2,3,17,"WNCAA",4,0,-3,0,5,-1,-10,5,0,-1,-2
2025,32,3129,90,3469,56,"H",0,34,74,11,30,11,18,11,31,24,12,13,2,15,23,60,7,26,3,9,6,30,13,26,8,2,17,"WNCAA",34,9,-2,5,1,14,4,-14,5,11,0
2025,32,3137,53,3171,50,"H",0,21,53,5,16,6,11,8,23,15,17,6,6,11,19,61,6,19,6,9,10,25,9,15,9,3,10,"WNCAA",3,2,1,-2,-2,-8,-3,2,-3,6,3
2025,32,3153,95,3442,52,"H",0,28,62,8,23,31,37,16,23,17,10,13,3,16,19,56,4,21,10,15,14,21,10,23,8,1,23,"WNCAA",43,22,-7,2,2,6,2,-13,5,7,2
2025,32,3183,73,3232,60,"H",0,25,56,6,19,17,20,9,23,18,27,19,4,28,18,52,2,11,22,27,8,20,10,30,12,0,15,"WNCAA",13,-7,13,1,3,4,8,-3,7,8,4
2025,32,3205,73,3441,65,"A",0,25,70,4,23,19,22,14,24,8,14,7,1,17,22,71,6,26,15,17,18,22,11,16,7,5,20,"WNCAA",8,5,-3,-4,2,-1,-3,-2,0,-3,-4
2025,32,3230,48,3322,46,"H",0,19,51,3,12,7,9,6,24,10,17,6,1,15,18,49,1,12,9,11,5,26,6,18,5,3,12,"WNCAA",2,-2,3,1,-2,2,0,-1,1,4,-2
2025,32,3255,67,3354,60,"H",0,28,69,3,11,8,13,16,17,10,23,23,3,19,22,50,4,11,12,19,11,25,12,35,11,1,13,"WNCAA",7,-6,6,5,-8,19,0,-12,12,-2,2
2025,32,3283,62,3461,50,"H",0,26,61,4,12,6,12,11,24,16,9,8,4,17,19,49,2,20,10,13,6,24,11,17,3,1,16,"WNCAA",12,-1,1,5,0,12,-8,-8,5,5,3
2025,32,3308,81,3307,71,"A",0,29,52,8,19,15,24,4,26,18,18,7,1,14,24,57,9,20,14,19,5,22,14,15,10,2,20,"WNCAA",10,5,-6,-1,4,-5,-1,3,-3,4,-1
2025,32,3324,84,3460,70,"H",0,29,60,7,17,19,24,8,24,17,10,7,2,13,24,63,8,27,14,18,11,21,19,15,4,4,16,"WNCAA",14,6,-3,-3,3,-3,-10,-5,3,-2,-2
2025,32,3329,125,3106,49,"H",0,47,83,20,38,11,18,15,33,34,12,10,1,17,17,63,1,22,14,20,9,18,4,19,7,5,19,"WNCAA",76,-2,-2,6,15,20,16,-7,3,30,-4
2025,32,3335,74,3247,63,"N",0,27,56,6,18,14,16,15,30,17,21,2,3,13,25,75,5,21,8,11,14,14,15,11,13,0,17,"WNCAA",11,5,-4,1,16,-19,-3,10,-11,2,3
2025,32,3337,60,3305,58,"H",1,22,54,6,24,10,18,8,26,12,17,10,2,15,22,73,6,30,8,16,20,26,12,17,9,0,16,"WNCAA",2,2,-1,-12,0,-19,-6,0,1,0,2
2025,32,3339,74,3343,55,"H",0,28,61,4,15,14,22,13,17,15,19,15,5,13,23,51,3,9,6,9,7,17,17,26,8,1,21,"WNCAA",19,13,-8,6,0,10,6,-7,7,-2,4
2025,32,3371,87,3224,63,"H",0,32,69,14,33,9,10,11,18,22,11,11,4,15,23,48,3,12,14,20,7,20,13,18,8,3,9,"WNCAA",24,-10,6,4,-2,21,21,-7,3,9,1
2025,32,3386,69,3180,47,"N",0,28,53,8,17,5,6,7,25,15,12,5,3,15,19,51,3,16,6,10,4,17,11,9,5,1,11,"WNCAA",22,-4,4,3,8,2,1,3,0,4,2
2025,32,3396,76,3437,62,"A",0,29,52,6,12,12,20,6,25,13,15,4,1,16,26,63,3,20,7,9,5,17,16,12,6,3,19,"WNCAA",14,11,-3,1,8,-11,-8,3,-2,-3,-2
2025,32,3405,70,3479,66,"H",0,28,58,4,17,10,13,12,22,12,14,4,1,9,25,53,11,23,5,6,3,16,14,12,7,2,14,"WNCAA",4,7,-5,9,6,5,-6,2,-3,-2,-1
2025,32,3452,85,3190,40,"H",0,32,58,10,21,11,14,16,22,15,25,18,2,12,15,43,5,19,5,8,5,12,6,29,10,4,17,"WNCAA",45,6,-5,11,10,15,2,-4,8,9,-2
2025,32,3456,57,3270,48,"N",0,20,61,4,26,13,18,8,33,15,21,9,4,19,19,63,1,9,9,23,11,29,4,20,12,2,15,"WNCAA",9,-5,4,-3,4,-2,17,1,-3,11,2
2025,33,3101,74,3477,59,"H",0,32,64,5,20,5,9,7,29,17,13,9,4,12,19,61,11,35,10,12,7,20,13,17,5,2,15,"WNCAA",15,-3,-3,0,9,3,-15,-4,4,4,2
2025,33,3102,82,3370,44,"H",0,28,68,10,24,16,23,22,16,18,19,21,4,16,20,47,3,14,1,7,11,17,12,37,9,2,20,"WNCAA",38,16,-4,11,-1,21,10,-18,12,6,2
2025,33,3103,82,3145,43,"H",0,29,60,8,19,16,19,9,26,22,14,9,3,14,14,47,4,15,11,14,5,18,5,19,6,0,18,"WNCAA",39,5,-4,4,8,13,4,-5,3,17,3
2025,33,3105,61,3473,58,"A",0,21,51,5,12,14,24,12,22,13,19,13,1,21,21,49,5,16,11,23,8,21,15,18,6,2,24,"WNCAA",3,1,-3,4,1,2,-4,1,7,-2,-1
2025,33,3113,64,3271,57,"A",0,21,59,6,23,16,24,7,21,15,20,15,9,26,20,51,4,11,13,25,7,28,8,30,11,1,26,"WNCAA",7,-1,0,0,-7,8,12,-10,4,7,8
2025,33,3117,76,3238,65,"H",0,23,58,12,32,18,27,11,25,18,18,17,4,19,23,63,4,14,15,23,16,25,14,20,7,3,23,"WNCAA",11,4,-4,-5,0,-5,18,-2,10,4,1
2025,33,3119,60,3306,59,"A",0,20,53,9,27,11,14,8,18,11,16,10,1,15,20,46,4,11,15,16,5,21,7,19,6,1,14,"WNCAA",1,-2,1,3,-3,7,16,-3,4,4,0
2025,33,3125,65,3292,52,"H",0,25,59,11,27,4,9,8,24,15,11,8,1,18,16,47,4,12,16,18,5,22,9,14,6,5,13,"WNCAA",13,-9,5,3,2,12,15,-3,2,6,-4
2025,33,3132,78,3462,59,"H",0,31,64,8,20,8,12,8,30,20,15,9,3,14,23,58,7,28,6,9,4,17,12,15,7,5,19,"WNCAA",19,3,-5,4,13,6,-8,0,2,8,-2
